,CBScode,Perioden,"  HIC: Theft / burglary dwelling, complete","  HIC: Theft / burglary dwelling, attempts",HIC: Violent Crime,HIC: Street Roof,HIC: Robberies,Undermining public order,Threat,Fire / Explosion,"Theft of moped, moped, bike",Theft of / from vehicles,Theft of motor vehicles,Theft / burglary companies / institutions,Theft / burglary garage / barn / shed,Drug trafficking,Trespassing,mistreatment,Overt violence (person),Or destruction. cause damage,Arms Trade,pickpocketing,morals Felony
389,GM1883,2016JJ00,311.0,185.0,544.0,15.0,5.0,26.0,223.0,52.0,976.0,454.0,167.0,369.0,212.0,89.0,14.0,313.0,8.0,662.0,23.0,124.0,25.0
390,GM1884,2016JJ00,46.0,23.0,56.0,0.0,0.0,2.0,19.0,2.0,41.0,92.0,9.0,27.0,12.0,16.0,1.0,35.0,2.0,77.0,3.0,2.0,4.0
391,GM1891,2016JJ00,11.0,5.0,52.0,1.0,1.0,2.0,20.0,3.0,26.0,5.0,2.0,7.0,8.0,13.0,3.0,32.0,0.0,66.0,2.0,0.0,5.0
392,GM1892,2016JJ00,78.0,37.0,107.0,0.0,1.0,1.0,39.0,13.0,88.0,110.0,33.0,35.0,35.0,15.0,3.0,62.0,6.0,160.0,3.0,9.0,4.0
393,GM1894,2016JJ00,74.0,25.0,100.0,0.0,2.0,2.0,43.0,10.0,87.0,46.0,20.0,51.0,80.0,12.0,2.0,54.0,3.0,116.0,5.0,19.0,8.0
394,GM1895,2016JJ00,62.0,12.0,241.0,1.0,1.0,3.0,89.0,10.0,177.0,26.0,5.0,36.0,28.0,35.0,8.0,148.0,4.0,201.0,5.0,12.0,20.0
395,GM1896,2016JJ00,18.0,8.0,38.0,0.0,0.0,0.0,13.0,2.0,57.0,13.0,2.0,10.0,7.0,9.0,0.0,24.0,1.0,63.0,3.0,0.0,3.0
396,GM1900,2016JJ00,120.0,40.0,329.0,2.0,0.0,23.0,118.0,17.0,233.0,88.0,18.0,66.0,47.0,55.0,12.0,201.0,10.0,476.0,6.0,26.0,42.0
397,GM1901,2016JJ00,91.0,89.0,86.0,2.0,0.0,5.0,39.0,5.0,128.0,204.0,20.0,32.0,34.0,19.0,1.0,45.0,2.0,106.0,5.0,3.0,14.0
398,GM1903,2016JJ00,40.0,20.0,39.0,1.0,1.0,3.0,20.0,3.0,64.0,26.0,17.0,41.0,31.0,13.0,5.0,18.0,1.0,93.0,3.0,8.0,3.0
399,GM1904,2016JJ00,121.0,57.0,199.0,2.0,2.0,11.0,66.0,20.0,130.0,424.0,60.0,65.0,28.0,55.0,1.0,112.0,21.0,270.0,20.0,19.0,21.0
400,GM1908,2016JJ00,14.0,2.0,39.0,0.0,0.0,1.0,13.0,2.0,12.0,12.0,1.0,7.0,10.0,6.0,0.0,25.0,1.0,29.0,0.0,1.0,5.0
401,GM1911,2016JJ00,57.0,16.0,156.0,0.0,3.0,3.0,56.0,3.0,84.0,46.0,7.0,22.0,40.0,10.0,5.0,94.0,6.0,162.0,5.0,7.0,16.0
402,GM1916,2016JJ00,189.0,126.0,258.0,18.0,9.0,6.0,114.0,10.0,427.0,361.0,89.0,89.0,73.0,32.0,10.0,140.0,4.0,314.0,18.0,58.0,31.0
403,GM1921,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,GM1924,2016JJ00,62.0,21.0,112.0,2.0,1.0,1.0,42.0,34.0,78.0,110.0,5.0,41.0,38.0,8.0,7.0,67.0,3.0,227.0,2.0,3.0,15.0
405,GM1926,2016JJ00,85.0,62.0,142.0,4.0,1.0,9.0,46.0,4.0,262.0,161.0,36.0,57.0,20.0,19.0,0.0,91.0,5.0,190.0,4.0,18.0,14.0
406,GM1927,2016JJ00,20.0,10.0,45.0,0.0,0.0,1.0,18.0,0.0,22.0,40.0,5.0,19.0,7.0,4.0,3.0,22.0,5.0,78.0,4.0,0.0,5.0
407,GM1930,2016JJ00,205.0,158.0,515.0,23.0,8.0,26.0,199.0,13.0,376.0,182.0,48.0,113.0,80.0,51.0,8.0,285.0,31.0,552.0,25.0,45.0,40.0
408,GM1931,2016JJ00,75.0,36.0,181.0,0.0,0.0,3.0,80.0,0.0,74.0,137.0,23.0,42.0,22.0,14.0,1.0,99.0,2.0,251.0,5.0,7.0,7.0
409,GM1940,2016JJ00,65.0,26.0,131.0,0.0,0.0,9.0,38.0,12.0,81.0,80.0,20.0,42.0,29.0,10.0,2.0,86.0,7.0,262.0,2.0,7.0,19.0
410,GM1942,2016JJ00,212.0,79.0,152.0,12.0,1.0,14.0,49.0,4.0,269.0,367.0,36.0,112.0,46.0,23.0,1.0,99.0,4.0,344.0,2.0,46.0,14.0
411,GM1945,2016JJ00,80.0,25.0,138.0,1.0,1.0,3.0,52.0,12.0,89.0,110.0,21.0,37.0,29.0,3.0,2.0,77.0,9.0,114.0,2.0,6.0,10.0
412,GM1948,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,GM1955,2016JJ00,69.0,25.0,115.0,1.0,0.0,6.0,52.0,8.0,113.0,107.0,30.0,37.0,59.0,14.0,2.0,61.0,2.0,184.0,4.0,10.0,14.0
414,GM1987,2016JJ00,15.0,5.0,42.0,0.0,0.0,0.0,19.0,3.0,17.0,7.0,0.0,10.0,7.0,6.0,0.0,22.0,1.0,70.0,0.0,0.0,6.0
